n,r,m
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.0,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.0,timestamp: 1546044529000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.0,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.0,timestamp: 1546044529000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: io.orkes.conductor:conductor-common:3.9.0-orkes-p-rc,artifact_id: io.orkes.conductor:conductor-common,version: 3.9.0-orkes-p-rc,timestamp: 1680498120000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: io.orkes.conductor:conductor-common:3.9.0-orkes-p-rc,artifact_id: io.orkes.conductor:conductor-common,version: 3.9.0-orkes-p-rc,timestamp: 1680498120000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: io.orkes.conductor:conductor-common:3.9.0-orkes-p-rc,artifact_id: io.orkes.conductor:conductor-common,version: 3.9.0-orkes-p-rc,timestamp: 1680498120000})","[:dependency {scope: runtime,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.4,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.4,timestamp: 1558019931000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.4,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.4,timestamp: 1558019931000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.4,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.4,timestamp: 1558019931000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.4,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.4,timestamp: 1558019931000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.2,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.2,timestamp: 1551692211000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.2,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.2,timestamp: 1551692211000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.2,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.2,timestamp: 1551692211000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.2,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.2,timestamp: 1551692211000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.5,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.5,timestamp: 1568030863000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.5,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.5,timestamp: 1568030863000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.5,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.5,timestamp: 1568030863000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.5,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.5,timestamp: 1568030863000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.1,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.1,timestamp: 1549269868000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.1,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.1,timestamp: 1549269868000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.1,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.1,timestamp: 1549269868000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.1,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.1,timestamp: 1549269868000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.3,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.3,timestamp: 1554457677000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.3,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.3,timestamp: 1554457677000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.3,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.3,timestamp: 1554457677000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.3,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.3,timestamp: 1554457677000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.7,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.7,timestamp: 1574506162000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.7,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.7,timestamp: 1574506162000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.7,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.7,timestamp: 1574506162000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.7,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.7,timestamp: 1574506162000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.6,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.6,timestamp: 1572453256000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.6,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.6,timestamp: 1572453256000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.6,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.6,timestamp: 1572453256000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.6,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.6,timestamp: 1572453256000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.8,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.8,timestamp: 1576853035000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.8,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.8,timestamp: 1576853035000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.8,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.8,timestamp: 1576853035000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb:6.0.8,artifact_id: org.apereo.cas:cas-server-support-configuration-cloud-dynamodb,version: 6.0.8,timestamp: 1576853035000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.321wing.wingframework:wingframework-logger:0.0.1,artifact_id: com.321wing.wingframework:wingframework-logger,version: 0.0.1,timestamp: 1458776815000})",[:dependency_to_log4j {targetVersion: 2.5}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.321wing.wingframework:wingframework-logger:0.0.1,artifact_id: com.321wing.wingframework:wingframework-logger,version: 0.0.1,timestamp: 1458776815000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.321wing.wingframework:wingframework-logger:0.0.1,artifact_id: com.321wing.wingframework:wingframework-logger,version: 0.0.1,timestamp: 1458776815000})","[:dependency {scope: provided,targetVersion: 2.5}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.0,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.0,timestamp: 1650478005000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.0,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.0,timestamp: 1650478005000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.0,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.0,timestamp: 1650478005000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.0,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.0,timestamp: 1650478005000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.1,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.1,timestamp: 1655819438000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.1,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.1,timestamp: 1655819438000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.1,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.1,timestamp: 1655819438000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.1,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.1,timestamp: 1655819438000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.2,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.2,timestamp: 1660741981000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.2,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.2,timestamp: 1660741981000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.2,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.2,timestamp: 1660741981000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.2,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.2,timestamp: 1660741981000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.3,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.3,timestamp: 1668085226000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.3,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.3,timestamp: 1668085226000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.3,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.3,timestamp: 1668085226000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.flink:flink-test-utils:1.15.3,artifact_id: org.apache.flink:flink-test-utils,version: 1.15.3,timestamp: 1668085226000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
