n,r,m
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.30,version: 2.17.30,timestamp: 1630352331000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.33,version: 2.17.33,timestamp: 1630630406000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.32,version: 2.17.32,timestamp: 1630527323000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.39,version: 2.17.39,timestamp: 1631560426000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.38,version: 2.17.38,timestamp: 1631301501000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.35,version: 2.17.35,timestamp: 1631043926000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.34,version: 2.17.34,timestamp: 1630703781000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.36,version: 2.17.36,timestamp: 1631141494000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.17.37,version: 2.17.37,timestamp: 1631215355000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.itransformers:snmptoolkit:1.0.5,version: 1.0.5,timestamp: 1476157835000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR6,version: 0.5.0.CR6,timestamp: 1417573404000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR7,version: 0.5.0.CR7,timestamp: 1417646003000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR5,version: 0.5.0.CR5,timestamp: 1416844822000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR8,version: 0.5.0.CR8,timestamp: 1420682376000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR1,version: 0.5.0.CR1,timestamp: 1412970414000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR2,version: 0.5.0.CR2,timestamp: 1413509265000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR4,version: 0.5.0.CR4,timestamp: 1413938636000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR3,version: 0.5.0.CR3,timestamp: 1413582799000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-js:0.5.0.CR9,version: 0.5.0.CR9,timestamp: 1420689974000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: cn.crane4j:crane4j:2.0.0,version: 2.0.0,timestamp: 1691315078000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.servicemix:apache-servicemix:3.2,version: 3.2,timestamp: 1194466890000})","[:dependency {scope: compile,targetVersion: 1.2.13}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.servicemix:apache-servicemix:3.3,version: 3.3,timestamp: 1225282998000})","[:dependency {scope: compile,targetVersion: 1.2.13}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hbase:hbase-testing-util:2.0.0-alpha2,version: 2.0.0-alpha2,timestamp: 1502911753000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:sns:2.16.100,version: 2.16.100,timestamp: 1626117356000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:sns:2.16.102,version: 2.16.102,timestamp: 1626292543000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:sns:2.16.101,version: 2.16.101,timestamp: 1626206695000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:sns:2.16.104,version: 2.16.104,timestamp: 1626462656000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:sns:2.16.103,version: 2.16.103,timestamp: 1626376203000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.github.splotycode.mosaik:SpigotLib:2.2.8-PreRelease2,version: 2.2.8-PreRelease2,timestamp: 1552256520000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: cn.crane4j:crane4j:2.1.0,version: 2.1.0,timestamp: 1692523998000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: cn.crane4j:crane4j:2.1.1,version: 2.1.1,timestamp: 1695099807000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.netty:netty-all:4.0.6.Final,version: 4.0.6.Final,timestamp: 1375348468000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.github.devnied:bit-lib4j:1.4.11,version: 1.4.11,timestamp: 1448485293000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.github.devnied:bit-lib4j:1.4.10,version: 1.4.10,timestamp: 1405357374000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.github.devnied:bit-lib4j:1.4.12,version: 1.4.12,timestamp: 1448914129000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.github.devnied:bit-lib4j:1.4.13,version: 1.4.13,timestamp: 1491247475000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.flink:flink-metrics-statsd:1.1.4-hadoop1,version: 1.1.4-hadoop1,timestamp: 1482159759000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.rhq:rhq-core-perspective:4.0.0.B02,version: 4.0.0.B02,timestamp: 1291910603000})","[:dependency {scope: provided,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: cn.crane4j:crane4j:2.2.0,version: 2.2.0,timestamp: 1695617819000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.jgroups:jgroups:3.2.1.Final,version: 3.2.1.Final,timestamp: 1352801292000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.janusgraph.commit:janusgraph-all:0.6.3-20230102-082650.34a04b1,version: 0.6.3-20230102-082650.34a04b1,timestamp: 1672648384000})","[:dependency {scope: runtime,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.hibernate.validator:hibernate-validator:6.0.6.Final,version: 6.0.6.Final,timestamp: 1513242895000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.restcomm:restcomm-connect.provisioning.number.bandwidth:8.2.0.BUG1014.82,version: 8.2.0.BUG1014.82,timestamp: 1499057454000})","[:dependency {scope: provided,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.switchyard.components:switchyard-component-test-mixin-hornetq:1.1.0.Final,version: 1.1.0.Final,timestamp: 1384873569000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-scheduler:0.0.27,version: 0.0.27,timestamp: 1373659212000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-scheduler:0.0.26,version: 0.0.26,timestamp: 1372466855000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.13,version: 3.9.13,timestamp: 1647506958000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.14,version: 3.9.14,timestamp: 1666690563000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.16,version: 3.9.16,timestamp: 1683877741000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.15,version: 3.9.15,timestamp: 1676467199000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.10,version: 3.9.10,timestamp: 1636101704000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.12,version: 3.9.12,timestamp: 1640161161000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.vertx:vertx-client-services:3.9.11,version: 3.9.11,timestamp: 1639494196000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hbase:hbase-resource-bundle:0.98.16-hadoop2,version: 0.98.16-hadoop2,timestamp: 1447125508000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hbase:hbase-resource-bundle:0.98.16-hadoop1,version: 0.98.16-hadoop1,timestamp: 1447124327000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.github.hongframework:extension:1.0.2,version: 1.0.2,timestamp: 1515741364000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.github.hongframework:extension:1.0.1,version: 1.0.1,timestamp: 1508407364000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.infinispan:infinispan-gui-demo:5.1.4.CR1,version: 5.1.4.CR1,timestamp: 1334316336000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.springframework:spring-web:4.1.5.RELEASE,version: 4.1.5.RELEASE,timestamp: 1424434209000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.grails:grails-datastore-gorm-grails2-test:5.0.12.RELEASE,version: 5.0.12.RELEASE,timestamp: 1474460266000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: tk.mybatis:mapper-spring-boot-sample-xml:2.0.4-beta2,version: 2.0.4-beta2,timestamp: 1533475933000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: tk.mybatis:mapper-spring-boot-sample-xml:2.0.4-beta1,version: 2.0.4-beta1,timestamp: 1532749193000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.datanucleus:datanucleus-rdbms:3.2.0-release,version: 3.2.0-release,timestamp: 1362922404000})","[:dependency {scope: test,targetVersion: [1.2, 1.3)}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.infinispan:infinispan-lucene-demo:5.2.11.CR1,version: 5.2.11.CR1,timestamp: 1412271520000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.webank.wedatasphere.dss:dss-datachecker-appjoint:0.6.0,version: 0.6.0,timestamp: 1575701678000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.infinispan:infinispan-gui-demo:5.0.1.FINAL,version: 5.0.1.FINAL,timestamp: 1315831997000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.stanbol:org.apache.stanbol.commons.namespaceprefix.service:0.11.0,version: 0.11.0,timestamp: 1358164261000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.debezium:debezium-connector-sqlserver:1.2.4.Final,version: 1.2.4.Final,timestamp: 1600340506000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.themodernway:themodernway-server-hazelcast:1.0.9-RELEASE,version: 1.0.9-RELEASE,timestamp: 1493566302000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.janusgraph:janusgraph-doc:0.6.3-20230210-143919.5374eed,version: 0.6.3-20230210-143919.5374eed,timestamp: 1676040307000})","[:dependency {scope: runtime,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.4.0,version: 7.4.0,timestamp: 1472894664000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.servlet.sip.testsuite.applications:appkey-sip-servlet:1.7.0.FINAL,version: 1.7.0.FINAL,timestamp: 1333717316000})","[:dependency {scope: provided,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: br.com.caelum.tubaina:tubaina-tester:1.0.0,version: 1.0.0,timestamp: 1221074628000})","[:dependency {scope: compile,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.stanbol:org.apache.stanbol.commons.namespaceprefix.service:0.12.0,version: 0.12.0,timestamp: 1393249735000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.restcomm:restcomm-connect.provisioning.number.vi:8.1.0.issue-1614.47,version: 8.1.0.issue-1614.47,timestamp: 1483431905000})","[:dependency {scope: provided,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.restcomm:restcomm-connect.provisioning.number.vi:8.1.0.issue-1614.46,version: 8.1.0.issue-1614.46,timestamp: 1483370378000})","[:dependency {scope: provided,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.1,version: 7.1.1,timestamp: 1449243363000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.0,version: 7.1.0,timestamp: 1448553019000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.7,version: 7.1.7,timestamp: 1450359517000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.6,version: 7.1.6,timestamp: 1450354815000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.8,version: 7.1.8,timestamp: 1450375445000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.3,version: 7.1.3,timestamp: 1449582429000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.2,version: 7.1.2,timestamp: 1449581104000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.1.5,version: 7.1.5,timestamp: 1450348239000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.12,version: 2.15.12,timestamp: 1603312239000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.11,version: 2.15.11,timestamp: 1603221585000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.14,version: 2.15.14,timestamp: 1603481329000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.10,version: 2.15.10,timestamp: 1603134074000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.13,version: 2.15.13,timestamp: 1603393167000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.19,version: 2.15.19,timestamp: 1604084402000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.16,version: 2.15.16,timestamp: 1603826190000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.15,version: 2.15.15,timestamp: 1603739096000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.18,version: 2.15.18,timestamp: 1604001467000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.17,version: 2.15.17,timestamp: 1603912065000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.23,version: 2.15.23,timestamp: 1604693077000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.22,version: 2.15.22,timestamp: 1604607426000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.25,version: 2.15.25,timestamp: 1605038312000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.24,version: 2.15.24,timestamp: 1604947009000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.21,version: 2.15.21,timestamp: 1604523639000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.20,version: 2.15.20,timestamp: 1604349487000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.microsoft.masc:microsoft-accumulo-spark-iterator:1.0.1,version: 1.0.1,timestamp: 1576182775000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.27,version: 2.15.27,timestamp: 1605212660000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.26,version: 2.15.26,timestamp: 1605125274000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.29,version: 2.15.29,timestamp: 1605558409000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.28,version: 2.15.28,timestamp: 1605302054000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.microsoft.masc:microsoft-accumulo-spark-iterator:1.0.4,version: 1.0.4,timestamp: 1580748674000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.microsoft.masc:microsoft-accumulo-spark-iterator:1.0.2,version: 1.0.2,timestamp: 1576657414000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.microsoft.masc:microsoft-accumulo-spark-iterator:1.0.3,version: 1.0.3,timestamp: 1576773607000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.34,version: 2.15.34,timestamp: 1606161878000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.33,version: 2.15.33,timestamp: 1605905749000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.36,version: 2.15.36,timestamp: 1606799966000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.35,version: 2.15.35,timestamp: 1606248721000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.30,version: 2.15.30,timestamp: 1605643277000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.32,version: 2.15.32,timestamp: 1605819468000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.31,version: 2.15.31,timestamp: 1605729789000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.38,version: 2.15.38,timestamp: 1606879324000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.37,version: 2.15.37,timestamp: 1606874924000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.39,version: 2.15.39,timestamp: 1607030856000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.45,version: 2.15.45,timestamp: 1607719145000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.44,version: 2.15.44,timestamp: 1607631939000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.47,version: 2.15.47,timestamp: 1608064145000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.46,version: 2.15.46,timestamp: 1607980098000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.41,version: 2.15.41,timestamp: 1607383745000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.40,version: 2.15.40,timestamp: 1607124155000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.43,version: 2.15.43,timestamp: 1607544584000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.42,version: 2.15.42,timestamp: 1607458141000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.49,version: 2.15.49,timestamp: 1608237450000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.48,version: 2.15.48,timestamp: 1608148927000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.50,version: 2.15.50,timestamp: 1608321965000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.56,version: 2.15.56,timestamp: 1609358503000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.55,version: 2.15.55,timestamp: 1609272565000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
