n,r,m
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.58,version: 2.15.58,timestamp: 1609791799000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.57,version: 2.15.57,timestamp: 1609444921000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.51,version: 2.15.51,timestamp: 1608581625000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.52,version: 2.15.52,timestamp: 1608676653000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.54,version: 2.15.54,timestamp: 1609185835000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.53,version: 2.15.53,timestamp: 1608753845000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.59,version: 2.15.59,timestamp: 1609885000000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.61,version: 2.15.61,timestamp: 1610050011000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.60,version: 2.15.60,timestamp: 1609963695000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.67,version: 2.15.67,timestamp: 1611086854000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.66,version: 2.15.66,timestamp: 1610741822000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.69,version: 2.15.69,timestamp: 1611349548000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.68,version: 2.15.68,timestamp: 1611259780000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.63,version: 2.15.63,timestamp: 1610487523000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.62,version: 2.15.62,timestamp: 1610399168000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.64,version: 2.15.64,timestamp: 1610568752000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.65,version: 2.15.65,timestamp: 1610654750000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.70,version: 2.15.70,timestamp: 1611692507000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.72,version: 2.15.72,timestamp: 1611868448000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.71,version: 2.15.71,timestamp: 1611778055000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.78,version: 2.15.78,timestamp: 1612816361000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.77,version: 2.15.77,timestamp: 1612555941000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.debezium:debezium-connector-oracle:0.10.0.CR2,version: 0.10.0.CR2,timestamp: 1569561547000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.79,version: 2.15.79,timestamp: 1612901470000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.74,version: 2.15.74,timestamp: 1612301864000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.debezium:debezium-connector-oracle:0.10.0.CR1,version: 0.10.0.CR1,timestamp: 1568121635000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.76,version: 2.15.76,timestamp: 1612491754000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.73,version: 2.15.73,timestamp: 1611950974000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:timestreamquery:2.15.75,version: 2.15.75,timestamp: 1612382967000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.janusgraph.commit:janusgraph-grpc:0.6.3-20230102-082650.34a04b1,version: 0.6.3-20230102-082650.34a04b1,timestamp: 1672648373000})","[:dependency {scope: runtime,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.camel:camel-jetty:2.0-M1,version: 2.0-M1,timestamp: 1237209680000})","[:dependency {scope: test,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.camel:camel-jetty:2.0-M3,version: 2.0-M3,timestamp: 1248054064000})","[:dependency {scope: test,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.camel:camel-jetty:2.0-M2,version: 2.0-M2,timestamp: 1244793718000})","[:dependency {scope: test,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.tcap:tcap-impl:2.0.0.BETA4,version: 2.0.0.BETA4,timestamp: 1358033488000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.tcap:tcap-impl:2.0.0.BETA1,version: 2.0.0.BETA1,timestamp: 1338996700000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.tcap:tcap-impl:2.0.0.BETA2,version: 2.0.0.BETA2,timestamp: 1347097855000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.tcap:tcap-impl:2.0.0.BETA3,version: 2.0.0.BETA3,timestamp: 1353367383000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.modeshape:modeshape-persistence:5.4.0.Final,version: 5.4.0.Final,timestamp: 1490948795000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.3.1,version: 7.3.1,timestamp: 1492789755000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:mvn-wicket-parent:7.3.0,version: 7.3.0,timestamp: 1476546217000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.broadleafcommerce:broadleaf-common:2.0.1-GA,version: 2.0.1-GA,timestamp: 1349543407000})","[:dependency {scope: compile,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.baidu.aip:java-sdk:4.6.1,version: 4.6.1,timestamp: 1536915176000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.baidu.aip:java-sdk:4.6.0,version: 4.6.0,timestamp: 1536572141000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.uberfire:uberfire-testing-utils:0.7.4.Final,version: 0.7.4.Final,timestamp: 1443785443000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.oam.common:jmx:7.4.0-50,version: 7.4.0-50,timestamp: 1509037823000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.oam.common:jmx:7.4.0-65,version: 7.4.0-65,timestamp: 1510070320000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.53,version: 2.15.53,timestamp: 1608753855000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.54,version: 2.15.54,timestamp: 1609185854000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.56,version: 2.15.56,timestamp: 1609358575000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.55,version: 2.15.55,timestamp: 1609272565000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.50,version: 2.15.50,timestamp: 1608321937000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.52,version: 2.15.52,timestamp: 1608676677000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.51,version: 2.15.51,timestamp: 1608581576000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.58,version: 2.15.58,timestamp: 1609791737000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.59,version: 2.15.59,timestamp: 1609884958000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.57,version: 2.15.57,timestamp: 1609444913000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.65,version: 2.15.65,timestamp: 1610654661000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.64,version: 2.15.64,timestamp: 1610568682000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.67,version: 2.15.67,timestamp: 1611086848000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.66,version: 2.15.66,timestamp: 1610741811000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.61,version: 2.15.61,timestamp: 1610050050000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.60,version: 2.15.60,timestamp: 1609963676000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.63,version: 2.15.63,timestamp: 1610487537000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.62,version: 2.15.62,timestamp: 1610399199000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.69,version: 2.15.69,timestamp: 1611349584000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.68,version: 2.15.68,timestamp: 1611259715000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.70,version: 2.15.70,timestamp: 1611692477000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.78,version: 2.15.78,timestamp: 1612816391000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.76,version: 2.15.76,timestamp: 1612491742000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.75,version: 2.15.75,timestamp: 1612382972000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.77,version: 2.15.77,timestamp: 1612555936000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.71,version: 2.15.71,timestamp: 1611778109000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.72,version: 2.15.72,timestamp: 1611868476000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.74,version: 2.15.74,timestamp: 1612301888000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.73,version: 2.15.73,timestamp: 1611950888000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.79,version: 2.15.79,timestamp: 1612901515000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.81,version: 2.15.81,timestamp: 1613160643000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.80,version: 2.15.80,timestamp: 1613075682000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.15.82,version: 2.15.82,timestamp: 1613420385000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.14,version: 0.9.14,timestamp: 1328263009000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.13,version: 0.9.13,timestamp: 1328190833000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.15,version: 0.9.15,timestamp: 1328566177000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.10,version: 0.9.10,timestamp: 1324636981000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.11,version: 0.9.11,timestamp: 1325689705000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.12,version: 0.9.12,timestamp: 1328005715000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.18,version: 0.9.18,timestamp: 1336437245000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.17,version: 0.9.17,timestamp: 1335770362000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.19,version: 0.9.19,timestamp: 1337671578000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: net.java.dev.activeobjects:activeobjects-ant-task:0.9.27,version: 0.9.27,timestamp: 1360551170000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
